"CODI_LLOC_DE_TREBALL","LLOC_DE_TREBALL","UNITAT_ORGANICA","GRUP","NIVELL_DE_DESTI",PUNTUACIO_COMPLEMENT_ESPECIFIC,"ESCALA","SUBESCALA","CLASSE","CATEGORIA","TIPUS_DE_JORNADA","FORMA_DE_PROVISIO","SITUACIO_DEL_LLOC","CODI_ENS","NOM_ENS"
"704","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"705","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"709","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"710","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"711","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"713","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"714","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"720","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"721","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"722","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","27","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"723","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"725","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"726","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"727","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"728","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"729","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"730","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"731","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"732","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"733","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"734","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"735","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"736","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"737","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"738","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"739","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"740","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"741","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"744","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"959","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"969","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1008","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1009","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1011","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1012","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1013","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1014","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1015","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1017","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1082","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1083","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1084","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1085","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1086","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1087","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1088","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1089","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1090","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1091","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1092","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1093","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1094","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1095","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1529","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1531","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1096","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"690","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Vacant","818460009","Ajuntament de Rubí"
"715","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Vacant","818460009","Ajuntament de Rubí"
"1081","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Vacant","818460009","Ajuntament de Rubí"
"1926","CAPORAL","SERVEI DE SEGURETAT CIUTADANA","C1/C2","18/18","35","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Caporal","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1927","CAPORAL","SERVEI DE SEGURETAT CIUTADANA","C1/C2","18/18","35","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Caporal","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"691","CAPORAL","SERVEI DE SEGURETAT CIUTADANA","C1/C2","18/18","35","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Caporal","Jornada Partida","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"706","CAPORAL","SERVEI DE SEGURETAT CIUTADANA","C1/C2","18/18","35","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Caporal","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"707","CAPORAL","SERVEI DE SEGURETAT CIUTADANA","C1/C2","18/18","35","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Caporal","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"708","CAPORAL","SERVEI DE SEGURETAT CIUTADANA","C1/C2","18/18","35","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Caporal","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1077","CAPORAL","SERVEI DE SEGURETAT CIUTADANA","C1/C2","18/18","35","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Caporal","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1078","CAPORAL","SERVEI DE SEGURETAT CIUTADANA","C1/C2","18/18","35","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Caporal","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1079","CAPORAL","SERVEI DE SEGURETAT CIUTADANA","C1/C2","18/18","35","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Caporal","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1080","CAPORAL","SERVEI DE SEGURETAT CIUTADANA","C1/C2","18/18","35","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Caporal","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1559","CAPORAL","SERVEI DE SEGURETAT CIUTADANA","C1/C2","18/18","35","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Caporal","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1560","CAPORAL","SERVEI DE SEGURETAT CIUTADANA","C1/C2","18/18","35","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Caporal","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1788","CAPORAL","SERVEI DE SEGURETAT CIUTADANA","C1/C2","18/18","35","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Caporal","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"716","CAPORAL","SERVEI DE SEGURETAT CIUTADANA","C1/C2","18/18","35","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Caporal","Torns","Concurs","Vacant","818460009","Ajuntament de Rubí"
"717","CAPORAL","SERVEI DE SEGURETAT CIUTADANA","C1/C2","18/18","35","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Caporal","Torns","Concurs","Vacant","818460009","Ajuntament de Rubí"
"1558","CAPORAL","SERVEI DE SEGURETAT CIUTADANA","C1/C2","18/18","35","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Caporal","Torns","Concurs","Vacant","818460009","Ajuntament de Rubí"
"742","INSPECTOR EN CAP POLICIA LOCAL","SERVEI DE SEGURETAT CIUTADANA","A2","26","45","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Inspector","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1458","INSPECTOR POLICIA LOCAL","SERVEI DE SEGURETAT CIUTADANA","A2","26","42","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Inspector","Torns","Concurs","Vacant","818460009","Ajuntament de Rubí"
"676","SERGENT","SERVEI DE SEGURETAT CIUTADANA","C1","20","37","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Sergent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"687","SERGENT","SERVEI DE SEGURETAT CIUTADANA","C1","20","37","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Sergent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1076","SERGENT","SERVEI DE SEGURETAT CIUTADANA","C1","20","37","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Sergent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1561","SERGENT","SERVEI DE SEGURETAT CIUTADANA","C1","20","37","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Sergent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1928","SERGENT","SERVEI DE SEGURETAT CIUTADANA","C1","20","37","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Sergent","Torns","Concurs","Vacant","818460009","Ajuntament de Rubí"
"667","SERGENT","SERVEI DE SEGURETAT CIUTADANA","C1","20","37","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Sergent","Torns","Concurs","Vacant","818460009","Ajuntament de Rubí"
"1753","SOTS-INSPECTOR","SERVEI DE SEGURETAT CIUTADANA","C1","20","42","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Sots-Inspector","Prolongació Jornada","Concurs","Vacant","818460009","Ajuntament de Rubí"
"1235","SUPERV. TREB. FAMILIAR","SERVEIS SOCIALS","C1","16","27","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA TECNICA","Auxiliar tècnic",,"Jornada Partida","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"910","TREB. FAMILIAR","SERVEIS SOCIALS","C2","14","24","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA TECNICA","Auxiliar tècnic",,"Jornada Partida","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"958","TREB. FAMILIAR","SERVEIS SOCIALS","C2","14","24","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA TECNICA","Auxiliar tècnic",,"Jornada Partida","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1268","TREB. FAMILIAR","SERVEIS SOCIALS","C2","14","24","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA TECNICA","Auxiliar tècnic",,"Jornada Partida","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1269","TREB. FAMILIAR","SERVEIS SOCIALS","C2","14","24","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA TECNICA","Auxiliar tècnic",,"Jornada Partida","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1401","TREB. FAMILIAR","SERVEIS SOCIALS","C2","14","24","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA TECNICA","Auxiliar tècnic",,"Jornada Partida","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1147","TÈCNIC MIG COMUNICACIO","COMUNICACIÓ","A2","16","27","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA TECNICA","Tècnic mitjà",,"Prolongació de Jornada i Jornada Irregular","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1673","ENGINYER TÈCNIC","INTERVENCIÓ","A2","22","40","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA TECNICA","Tècnic mitjà",,"Jornada habitual","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"768","TÈCNIC/A D'ORGANITZACIÓ","ORGANIZACIÓ, PLANIFICACIO I QUALITAT","A2","22","40","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA TECNICA","Tècnic mitjà",,"Jornada habitual","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1688","TÈCNIC/A D'ORGANITZACIÓ","ORGANIZACIÓ, PLANIFICACIO I QUALITAT","A1/A2","22/22","40","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA TECNICA","Tècnic mitjà",,"Jornada habitual","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1685","TÈCNIC/A D'ORGANITZACIÓ","ORGANIZACIÓ, PLANIFICACIO I QUALITAT","A1/A2","22/22","40","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA TECNICA","Tècnic mitjà",,"Jornada habitual","Lliure designació","Vacant","818460009","Ajuntament de Rubí"
"1647","EDUCADOR SOCIAL","SERVEI D'EDUCACIÓ","A2","16","32","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA TECNICA","Tècnic mitjà",,"Jornada Partida","Concurs","Vacant","818460009","Ajuntament de Rubí"
"747","TEC. MIG EDUCACIO","SERVEI D'EDUCACIÓ","A2","20","38","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA TECNICA","Tècnic mitjà",,"Jornada habitual","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"761","TEC. MIG EDUCACIO","SERVEI D'EDUCACIÓ","A2","20","38","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA TECNICA","Tècnic mitjà",,"Jornada habitual","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"943","TEC. MIG EDUCACIO","SERVEI D'EDUCACIÓ","A2","20","38","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA TECNICA","Tècnic mitjà",,"Jornada habitual","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1151","TEC. MIG EDUCACIO","SERVEI D'EDUCACIÓ","A2","20","38","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA TECNICA","Tècnic mitjà",,"Jornada habitual","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1358","TEC. MIG EDUCACIO","SERVEI D'EDUCACIÓ","A2","20","38","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA TECNICA","Tècnic mitjà",,"Jornada habitual","Concurs","Ocupat","818460009","Ajuntament de Rubí"
